heure_id,enseignant_id,matiere_id,group_id,semestre_id,type_cours,volume_horaire,date_cours
HRE000806,ENS0060,MAT0013,11,3,CM,25,2023-05-17
HRE000807,ENS0060,MAT0028,24,2,TD,10,2024-04-15
HRE000808,ENS0060,MAT0023,3,4,PROJET,25,2024-05-17
HRE000809,ENS0060,MAT0013,24,1,TP,15,2024-04-16
HRE000810,ENS0060,MAT0034,17,2,TP,40,2024-04-16
HRE000811,ENS0060,MAT0029,18,2,TP,15,2024-04-16
HRE000812,ENS0061,MAT0001,16,4,TP,15,2023-03-16
HRE000813,ENS0061,MAT0027,18,2,CM,40,2023-05-17
HRE000814,ENS0061,MAT0009,6,1,TP,30,2023-03-16
HRE000815,ENS0061,MAT0022,6,2,TP,40,2023-04-16
HRE000816,ENS0061,MAT0004,23,3,CM,15,2024-03-16
HRE000817,ENS0061,MAT0024,7,4,PROJET,25,2023-04-16
HRE000818,ENS0061,MAT0032,14,4,PROJET,40,2023-04-15
HRE000819,ENS0061,MAT0004,21,2,TD,25,2023-03-17
HRE000820,ENS0061,MAT0029,4,3,TD,40,2024-05-16
HRE000821,ENS0062,MAT0033,17,2,TD,15,2024-05-16
HRE000822,ENS0062,MAT0010,7,3,CM,30,2023-05-17
HRE000823,ENS0062,MAT0028,2,4,TD,30,2023-04-15
HRE000824,ENS0062,MAT0032,20,1,TP,35,2023-03-17
HRE000825,ENS0062,MAT0013,10,1,CM,15,2023-03-16
HRE000826,ENS0062,MAT0014,19,4,TD,25,2023-04-15
HRE000827,ENS0062,MAT0027,14,1,TD,40,2024-05-16
HRE000828,ENS0062,MAT0007,27,3,TP,30,2024-05-16
HRE000829,ENS0062,MAT0017,25,4,CM,35,2023-04-15
HRE000830,ENS0062,MAT0018,8,1,CM,40,2023-04-16
HRE000831,ENS0062,MAT0027,20,4,TD,10,2024-05-16
HRE000832,ENS0062,MAT0013,19,2,TP,35,2023-05-16
HRE000833,ENS0062,MAT0004,10,3,CM,25,2024-04-15
HRE000834,ENS0062,MAT0022,7,3,TP,10,2023-03-16
HRE000835,ENS0062,MAT0017,25,1,TP,25,2023-03-16
HRE000836,ENS0062,MAT0004,21,2,TP,40,2023-05-16
HRE000837,ENS0062,MAT0004,4,4,TD,40,2024-04-16
HRE000838,ENS0062,MAT0021,4,4,TD,20,2024-03-17
HRE000839,ENS0062,MAT0011,15,1,PROJET,15,2023-03-16
HRE000840,ENS0062,MAT0018,3,3,CM,30,2023-04-15
HRE000841,ENS0063,MAT0005,17,4,TD,15,2023-03-17
HRE000842,ENS0063,MAT0035,7,3,CM,20,2024-05-17
HRE000843,ENS0063,MAT0007,3,4,TP,30,2023-03-17
HRE000844,ENS0063,MAT0026,3,4,CM,35,2023-04-16
HRE000845,ENS0063,MAT0023,18,3,TD,20,2023-03-16
HRE000846,ENS0063,MAT0019,2,2,TD,30,2023-04-16
HRE000847,ENS0063,MAT0008,20,3,CM,25,2023-04-15
HRE000848,ENS0063,MAT0029,9,4,TD,15,2024-05-16
HRE000849,ENS0063,MAT0010,4,1,CM,25,2023-04-16
HRE000850,ENS0063,MAT0030,3,4,TP,20,2024-03-16
HRE000851,ENS0063,MAT0012,6,1,TD,10,2024-03-16
HRE000852,ENS0063,MAT0028,14,3,CM,25,2023-05-16
HRE000853,ENS0063,MAT0017,26,1,TP,30,2024-03-17
HRE000854,ENS0063,MAT0029,24,2,TD,10,2023-04-15
HRE000855,ENS0063,MAT0013,27,4,CM,20,2023-03-17
HRE000856,ENS0063,MAT0019,10,3,CM,25,2023-05-16
HRE000857,ENS0063,MAT0028,15,2,TD,40,2023-04-15
HRE000858,ENS0063,MAT0035,26,3,CM,35,2024-05-17
HRE000859,ENS0064,MAT0026,12,3,TP,25,2024-04-15
HRE000860,ENS0064,MAT0032,7,3,TP,20,2024-04-16
HRE000861,ENS0064,MAT0022,25,1,TD,35,2024-05-17
HRE000862,ENS0064,MAT0033,27,1,TD,40,2023-05-17
HRE000863,ENS0064,MAT0004,10,4,PROJET,20,2024-05-17
HRE000864,ENS0064,MAT0004,10,3,CM,30,2024-05-16
HRE000865,ENS0064,MAT0030,17,1,CM,35,2024-04-15
HRE000866,ENS0064,MAT0026,22,2,CM,40,2023-03-16
HRE000867,ENS0064,MAT0021,26,4,TD,15,2023-05-17
HRE000868,ENS0064,MAT0017,15,1,TD,25,2023-04-15
HRE000869,ENS0064,MAT0019,10,4,TP,10,2024-05-16
HRE000870,ENS0064,MAT0013,13,4,TP,10,2024-05-17
HRE000871,ENS0064,MAT0015,17,3,TD,20,2023-03-16
HRE000872,ENS0065,MAT0025,3,4,CM,40,2024-04-16
HRE000873,ENS0065,MAT0024,12,4,PROJET,30,2024-03-17
HRE000874,ENS0065,MAT0014,14,3,TD,20,2023-04-16
HRE000875,ENS0065,MAT0026,8,4,TP,20,2024-04-16
HRE000876,ENS0065,MAT0003,20,2,TP,15,2024-04-15
HRE000877,ENS0065,MAT0021,18,4,PROJET,25,2024-03-16
HRE000878,ENS0065,MAT0032,11,4,TP,10,2023-04-16
HRE000879,ENS0065,MAT0007,8,2,TD,30,2023-03-17
HRE000880,ENS0065,MAT0035,7,3,PROJET,15,2024-04-15
HRE000881,ENS0065,MAT0003,8,4,CM,40,2024-04-16
HRE000882,ENS0065,MAT0020,17,2,TP,15,2023-05-16
HRE000883,ENS0065,MAT0010,25,1,TP,35,2024-04-15
HRE000884,ENS0065,MAT0011,9,3,PROJET,10,2023-04-15
HRE000885,ENS0065,MAT0032,13,4,TD,35,2023-04-15
HRE000886,ENS0066,MAT0006,5,3,CM,40,2023-03-16
HRE000887,ENS0066,MAT0024,5,1,TD,40,2024-03-16
HRE000888,ENS0066,MAT0003,9,4,TP,10,2023-04-15
HRE000889,ENS0066,MAT0023,21,2,CM,25,2023-05-17
HRE000890,ENS0066,MAT0016,20,2,TP,15,2024-03-17
HRE000891,ENS0066,MAT0034,12,3,TD,20,2024-03-17
HRE000892,ENS0066,MAT0033,7,2,CM,35,2023-04-15
HRE000893,ENS0066,MAT0027,19,3,PROJET,15,2023-05-16
HRE000894,ENS0066,MAT0028,24,3,PROJET,15,2023-03-17
HRE000895,ENS0066,MAT0006,21,4,PROJET,10,2024-05-16
HRE000896,ENS0066,MAT0016,13,3,PROJET,30,2023-05-16
HRE000897,ENS0067,MAT0017,14,1,TP,25,2023-05-16
HRE000898,ENS0067,MAT0029,4,3,PROJET,20,2023-03-17
HRE000899,ENS0067,MAT0013,3,3,TD,35,2023-03-17
HRE000900,ENS0067,MAT0005,26,4,CM,25,2023-05-16
HRE000901,ENS0067,MAT0003,21,2,CM,30,2024-04-15
HRE000902,ENS0067,MAT0011,8,4,PROJET,25,2023-05-16
HRE000903,ENS0067,MAT0015,1,2,TD,25,2024-03-16
HRE000904,ENS0067,MAT0024,18,2,CM,15,2023-05-16
HRE000905,ENS0067,MAT0017,17,1,TP,10,2024-04-15
HRE000906,ENS0067,MAT0015,25,1,TP,35,2024-04-15
HRE000907,ENS0067,MAT0013,25,3,CM,10,2024-03-16
HRE000908,ENS0067,MAT0025,7,2,CM,30,2024-03-16
HRE000909,ENS0067,MAT0022,4,4,PROJET,15,2023-04-15
HRE000910,ENS0068,MAT0016,1,4,PROJET,20,2024-03-17
HRE000911,ENS0068,MAT0035,23,4,TD,30,2023-03-16
HRE000912,ENS0068,MAT0011,9,2,TP,40,2024-03-16
HRE000913,ENS0068,MAT0008,7,1,TP,10,2024-05-17
HRE000914,ENS0068,MAT0033,21,3,TD,40,2024-04-16
HRE000915,ENS0068,MAT0028,6,2,CM,25,2024-03-17
HRE000916,ENS0068,MAT0027,3,3,PROJET,25,2024-05-16
HRE000917,ENS0068,MAT0033,12,2,TD,30,2023-04-16
HRE000918,ENS0068,MAT0009,12,3,TP,35,2024-04-16
HRE000919,ENS0068,MAT0016,9,4,CM,10,2023-04-15
HRE000920,ENS0068,MAT0023,16,3,TD,10,2023-03-16
HRE000921,ENS0068,MAT0026,26,1,TP,40,2024-04-15
HRE000922,ENS0068,MAT0032,25,3,TD,30,2023-04-16
HRE000923,ENS0068,MAT0024,21,4,PROJET,10,2024-04-16
HRE000924,ENS0068,MAT0015,26,2,TP,35,2024-04-15
HRE000925,ENS0069,MAT0019,20,2,TP,30,2023-04-16
HRE000926,ENS0069,MAT0020,19,1,TD,15,2023-05-17
HRE000927,ENS0069,MAT0016,20,4,CM,20,2024-05-16
HRE000928,ENS0069,MAT0015,26,4,PROJET,15,2024-03-17
HRE000929,ENS0069,MAT0025,8,1,PROJET,10,2024-03-16
HRE000930,ENS0069,MAT0035,7,2,PROJET,15,2024-03-16
HRE000931,ENS0069,MAT0026,15,4,CM,10,2024-03-16
HRE000932,ENS0069,MAT0006,25,1,TD,40,2024-05-17
HRE000933,ENS0069,MAT0020,11,1,CM,10,2024-05-16
HRE000934,ENS0069,MAT0013,6,3,CM,15,2024-04-16
HRE000935,ENS0069,MAT0026,5,3,PROJET,40,2024-04-16
HRE000936,ENS0069,MAT0016,13,1,TD,35,2024-05-17
HRE000937,ENS0069,MAT0001,2,4,TP,30,2023-04-16
HRE000938,ENS0069,MAT0021,11,1,CM,35,2023-05-16
HRE000939,ENS0069,MAT0031,15,4,PROJET,25,2023-03-17
HRE000940,ENS0069,MAT0011,2,4,CM,10,2023-04-16
HRE000941,ENS0069,MAT0014,30,1,TP,15,2024-04-16
HRE000942,ENS0069,MAT0007,7,1,PROJET,20,2023-05-17
HRE000943,ENS0069,MAT0014,2,3,PROJET,20,2023-04-16
HRE000944,ENS0070,MAT0017,4,3,TP,10,2024-05-17
HRE000945,ENS0070,MAT0006,21,3,TD,10,2023-05-16
HRE000946,ENS0070,MAT0030,21,4,TD,20,2023-03-17
HRE000947,ENS0070,MAT0025,10,4,TP,15,2023-03-16
HRE000948,ENS0070,MAT0005,24,1,TP,35,2023-05-16
HRE000949,ENS0070,MAT0003,27,1,PROJET,35,2024-04-15
HRE000950,ENS0070,MAT0022,22,3,TD,10,2024-05-17
HRE000951,ENS0070,MAT0024,7,1,TP,30,2024-04-16
HRE000952,ENS0070,MAT0028,11,1,TD,25,2023-05-16
HRE000953,ENS0070,MAT0017,13,2,TP,20,2023-04-16
HRE000954,ENS0070,MAT0005,2,4,PROJET,20,2023-04-16
HRE000955,ENS0070,MAT0006,15,4,TP,30,2024-04-16
HRE000956,ENS0071,MAT0005,18,1,TD,40,2024-05-16
HRE000957,ENS0071,MAT0001,6,2,PROJET,10,2023-04-15
HRE000958,ENS0071,MAT0034,19,1,CM,35,2023-05-16
HRE000959,ENS0071,MAT0021,7,3,TD,10,2024-03-17
HRE000960,ENS0071,MAT0008,15,2,PROJET,35,2024-04-16
HRE000961,ENS0071,MAT0008,16,3,TD,35,2024-04-16
HRE000962,ENS0071,MAT0026,15,2,TD,20,2023-03-16
HRE000963,ENS0071,MAT0014,4,2,TP,35,2024-03-16
HRE000964,ENS0071,MAT0023,14,2,PROJET,35,2024-04-16
HRE000965,ENS0071,MAT0031,23,3,PROJET,35,2024-04-16
HRE000966,ENS0071,MAT0011,27,4,TD,15,2023-05-16
HRE000967,ENS0071,MAT0005,8,3,TP,10,2023-03-17
HRE000968,ENS0072,MAT0014,15,1,TP,30,2023-05-17
HRE000969,ENS0072,MAT0013,26,4,PROJET,15,2023-03-17
HRE000970,ENS0072,MAT0035,18,4,TD,10,2023-03-16
HRE000971,ENS0072,MAT0028,3,4,TD,35,2023-05-17
HRE000972,ENS0072,MAT0004,25,2,CM,20,2023-05-17
HRE000973,ENS0072,MAT0033,21,2,TP,10,2024-04-16
HRE000974,ENS0072,MAT0028,10,1,TP,20,2023-04-16
HRE000975,ENS0072,MAT0026,12,3,TP,25,2023-04-15
HRE000976,ENS0072,MAT0035,7,1,TD,10,2024-03-17
HRE000977,ENS0072,MAT0018,14,2,TD,25,2024-04-16
HRE000978,ENS0072,MAT0034,11,3,CM,10,2023-03-17
HRE000979,ENS0072,MAT0001,11,4,CM,35,2024-05-17
HRE000980,ENS0073,MAT0001,5,2,CM,25,2023-04-16
HRE000981,ENS0073,MAT0011,22,2,TP,25,2023-03-17
HRE000982,ENS0073,MAT0023,12,1,TD,35,2024-05-17
HRE000983,ENS0073,MAT0018,3,1,TD,30,2023-03-16
HRE000984,ENS0073,MAT0007,24,4,PROJET,35,2023-03-17
HRE000985,ENS0073,MAT0007,6,4,TD,15,2024-03-17
HRE000986,ENS0073,MAT0027,27,2,TD,20,2023-05-17
HRE000987,ENS0073,MAT0007,2,1,PROJET,25,2024-04-16
HRE000988,ENS0074,MAT0012,21,2,CM,20,2023-05-16
HRE000989,ENS0074,MAT0004,16,3,TP,30,2023-04-15
HRE000990,ENS0074,MAT0024,18,2,TP,20,2024-05-16
HRE000991,ENS0074,MAT0016,20,4,TD,15,2024-03-17
HRE000992,ENS0074,MAT0032,21,1,PROJET,20,2024-03-17
HRE000993,ENS0074,MAT0017,6,4,TP,20,2023-05-17
HRE000994,ENS0074,MAT0028,4,1,TD,30,2024-03-16
HRE000995,ENS0074,MAT0016,22,1,TD,30,2024-04-16
HRE000996,ENS0074,MAT0009,23,3,TD,40,2023-04-16
HRE000997,ENS0074,MAT0028,7,4,TP,25,2024-03-16
HRE000998,ENS0074,MAT0005,17,1,TP,40,2023-03-17
HRE000999,ENS0074,MAT0002,25,4,TD,10,2024-04-15
HRE001000,ENS0074,MAT0026,20,4,TD,35,2024-03-17
HRE001001,ENS0075,MAT0014,15,3,PROJET,30,2024-05-16
HRE001002,ENS0075,MAT0034,20,3,PROJET,35,2024-04-16
HRE001003,ENS0075,MAT0001,17,4,PROJET,25,2024-05-16
HRE001004,ENS0075,MAT0010,25,1,CM,10,2024-03-16
HRE001005,ENS0075,MAT0020,23,1,TP,35,2024-04-15
HRE001006,ENS0075,MAT0014,5,1,CM,30,2024-03-16
HRE001007,ENS0075,MAT0008,15,3,TD,20,2024-05-17
HRE001008,ENS0075,MAT0032,8,3,CM,40,2024-03-17
HRE001009,ENS0075,MAT0016,24,2,CM,40,2023-04-15
HRE001010,ENS0075,MAT0002,13,3,PROJET,35,2024-03-17
HRE001011,ENS0075,MAT0030,4,1,CM,40,2024-05-16
HRE001012,ENS0075,MAT0021,11,2,PROJET,20,2023-03-17
HRE001013,ENS0075,MAT0003,23,4,CM,10,2023-04-16
HRE001014,ENS0075,MAT0020,18,4,PROJET,20,2024-04-15
HRE001015,ENS0075,MAT0026,10,2,CM,10,2024-04-16
HRE001016,ENS0075,MAT0003,22,2,CM,10,2023-04-15
HRE001017,ENS0075,MAT0005,5,3,TP,15,2024-05-17
HRE001018,ENS0076,MAT0015,23,1,TP,10,2023-04-16
HRE001019,ENS0076,MAT0010,4,2,TD,30,2024-03-16
HRE001020,ENS0076,MAT0028,12,3,TD,35,2023-05-17
HRE001021,ENS0076,MAT0023,25,4,PROJET,40,2023-05-17
HRE001022,ENS0076,MAT0012,27,4,TP,15,2023-03-17
HRE001023,ENS0076,MAT0003,4,2,TD,15,2023-03-17
HRE001024,ENS0076,MAT0031,20,3,PROJET,20,2023-05-16
HRE001025,ENS0076,MAT0025,21,4,TD,15,2023-03-16
HRE001026,ENS0076,MAT0012,8,2,CM,30,2023-03-17
HRE001027,ENS0076,MAT0014,10,4,PROJET,40,2024-04-15
HRE001028,ENS0076,MAT0035,1,4,CM,35,2024-05-16
HRE001029,ENS0076,MAT0030,22,3,TD,20,2023-03-16
HRE001030,ENS0076,MAT0026,15,4,CM,20,2024-05-16
HRE001031,ENS0077,MAT0025,9,2,CM,35,2024-04-15
HRE001032,ENS0077,MAT0013,7,3,TD,30,2023-03-17
HRE001033,ENS0077,MAT0032,25,3,TD,30,2024-04-16
HRE001034,ENS0077,MAT0015,6,4,TP,15,2023-04-15
HRE001035,ENS0077,MAT0021,11,2,CM,35,2023-05-17
HRE001036,ENS0077,MAT0031,23,3,PROJET,40,2023-04-15
HRE001037,ENS0077,MAT0035,27,4,TD,20,2023-05-17
HRE001038,ENS0077,MAT0021,15,2,CM,40,2024-05-17
HRE001039,ENS0077,MAT0007,17,2,TP,20,2023-03-17
HRE001040,ENS0077,MAT0014,1,1,CM,25,2023-05-17
HRE001041,ENS0077,MAT0011,7,3,PROJET,40,2023-04-16
HRE001042,ENS0077,MAT0021,13,1,TD,20,2023-05-16
HRE001043,ENS0077,MAT0011,16,2,TD,15,2024-04-16
HRE001044,ENS0078,MAT0012,25,3,TD,15,2023-04-15
HRE001045,ENS0078,MAT0020,27,4,CM,35,2024-03-17
HRE001046,ENS0078,MAT0031,30,1,TP,35,2024-05-17
HRE001047,ENS0078,MAT0004,5,1,TP,20,2024-05-17
HRE001048,ENS0078,MAT0030,19,2,TP,20,2024-04-15
HRE001049,ENS0078,MAT0029,23,4,TP,30,2024-03-17
HRE001050,ENS0079,MAT0029,21,2,TP,30,2023-04-15
HRE001051,ENS0079,MAT0005,27,4,CM,30,2023-03-17
HRE001052,ENS0079,MAT0009,8,4,CM,20,2023-04-15
HRE001053,ENS0079,MAT0024,19,3,CM,40,2024-05-16
HRE001054,ENS0079,MAT0002,7,2,TP,30,2024-04-15
HRE001055,ENS0079,MAT0015,17,1,TD,25,2023-04-16
HRE001056,ENS0079,MAT0008,16,2,PROJET,15,2024-04-15
HRE001057,ENS0079,MAT0025,7,4,CM,20,2024-04-15
HRE001058,ENS0079,MAT0034,15,2,TD,15,2023-04-16
HRE001059,ENS0079,MAT0003,8,3,CM,20,2023-03-17
HRE001060,ENS0079,MAT0028,25,3,PROJET,10,2023-03-17
HRE001061,ENS0079,MAT0026,8,1,TD,30,2024-04-15
HRE001062,ENS0079,MAT0006,17,3,TP,35,2024-05-17
HRE001063,ENS0079,MAT0022,4,4,TD,15,2024-04-15
