note_id,student_id,matiere_id,semestre_id,type_evaluation,note,coefficient,date_examen,group_id,note_ponderee
NOT005090,STU00641,MAT0033,1,CC,9.86,2,2023-05-16,22,19.72
NOT005091,STU00641,MAT0026,4,EXAMEN,6.54,2,2024-05-16,22,13.08
NOT005092,STU00641,MAT0023,3,CC,9.88,1,2024-05-17,22,9.88
NOT005093,STU00642,MAT0020,3,CC,7.82,3,2023-05-16,23,23.460001
NOT005094,STU00642,MAT0021,4,EXAMEN,17.11,1,2023-04-15,23,17.11
NOT005095,STU00642,MAT0021,1,TP,11.65,2,2024-05-17,23,23.3
NOT005096,STU00642,MAT0018,1,EXAMEN,10.96,2,2024-05-16,23,21.92
NOT005097,STU00642,MAT0034,1,EXAMEN,14.67,2,2024-04-15,23,29.34
NOT005098,STU00642,MAT0027,3,CC,8.63,1,2023-04-15,23,8.63
NOT005099,STU00642,MAT0024,1,EXAMEN,9.7,3,2023-04-15,23,29.099998
NOT005100,STU00642,MAT0011,3,TP,12.2,2,2023-05-16,23,24.4
NOT005101,STU00642,MAT0010,4,EXAMEN,15.09,2,2023-04-16,23,30.18
NOT005102,STU00642,MAT0011,4,TP,13.51,3,2024-05-16,23,40.53
NOT005103,STU00643,MAT0023,1,PROJET,12.74,2,2023-04-16,22,25.48
NOT005104,STU00643,MAT0027,1,CC,12.23,2,2023-05-17,22,24.46
NOT005105,STU00643,MAT0025,1,CC,13.2,3,2024-05-17,22,39.6
NOT005106,STU00643,MAT0025,1,EXAMEN,12.6,1,2024-04-15,22,12.6
NOT005107,STU00643,MAT0026,3,EXAMEN,8.91,3,2023-05-17,22,26.73
NOT005108,STU00643,MAT0029,1,EXAMEN,12.14,1,2023-04-16,22,12.14
NOT005109,STU00643,MAT0004,2,TP,8.78,2,2024-04-16,22,17.56
NOT005110,STU00643,MAT0025,3,PROJET,12.24,2,2024-05-17,22,24.48
NOT005111,STU00644,MAT0006,2,PROJET,10.56,3,2023-04-15,23,31.68
NOT005112,STU00644,MAT0005,2,TP,19.62,3,2024-04-15,23,58.86
NOT005113,STU00644,MAT0030,3,CC,11.88,3,2024-05-16,23,35.64
NOT005114,STU00644,MAT0009,1,TP,7.79,2,2023-04-15,23,15.58
NOT005115,STU00644,MAT0032,3,CC,11.6,2,2023-05-17,23,23.2
NOT005116,STU00644,MAT0011,4,PROJET,13.56,1,2023-04-15,23,13.56
NOT005117,STU00644,MAT0014,3,TP,17.02,2,2024-05-16,23,34.04
NOT005118,STU00644,MAT0003,1,CC,10.23,3,2024-05-16,23,30.689999
NOT005119,STU00644,MAT0027,4,TP,7.25,3,2023-04-15,23,21.75
NOT005120,STU00645,MAT0020,2,TP,14.45,1,2023-04-16,22,14.45
NOT005121,STU00645,MAT0003,2,TP,7.86,1,2023-05-16,22,7.86
NOT005122,STU00645,MAT0020,3,CC,10.69,3,2024-04-16,22,32.07
NOT005123,STU00645,MAT0030,2,PROJET,11.23,2,2024-05-17,22,22.46
NOT005124,STU00645,MAT0016,1,TP,11.79,2,2023-05-16,22,23.58
NOT005125,STU00645,MAT0017,4,EXAMEN,14.07,3,2024-04-15,22,42.21
NOT005126,STU00645,MAT0024,2,TP,9.95,1,2023-05-17,22,9.95
NOT005127,STU00645,MAT0020,2,PROJET,11.18,2,2023-04-16,22,22.36
NOT005128,STU00645,MAT0034,3,CC,11.96,3,2023-05-16,22,35.88
NOT005129,STU00646,MAT0032,1,TP,12.45,2,2023-05-16,23,24.9
NOT005130,STU00646,MAT0028,4,EXAMEN,12.29,3,2023-05-16,23,36.87
NOT005131,STU00646,MAT0014,4,EXAMEN,13.31,2,2024-04-16,23,26.62
NOT005132,STU00646,MAT0019,1,PROJET,14.53,2,2024-05-17,23,29.06
NOT005133,STU00646,MAT0016,2,PROJET,13.18,2,2023-05-17,23,26.36
NOT005134,STU00646,MAT0026,1,CC,13.36,2,2024-05-16,23,26.72
NOT005135,STU00647,MAT0013,1,TP,7.25,2,2024-04-15,22,14.5
NOT005136,STU00647,MAT0008,3,TP,12.15,1,2023-04-15,22,12.15
NOT005137,STU00647,MAT0015,3,CC,13.44,2,2023-05-16,22,26.88
NOT005138,STU00647,MAT0022,1,CC,14.19,2,2024-04-16,22,28.38
NOT005139,STU00647,MAT0006,4,TP,9.92,2,2024-05-16,22,19.84
NOT005140,STU00647,MAT0003,1,PROJET,10.02,3,2023-04-16,22,30.060001
NOT005141,STU00647,MAT0006,3,EXAMEN,10.28,2,2023-04-16,22,20.56
NOT005142,STU00647,MAT0025,1,TP,13.61,1,2023-05-16,22,13.61
NOT005143,STU00647,MAT0003,2,CC,15.1,3,2023-05-17,22,45.300003
NOT005144,STU00647,MAT0012,3,CC,10.78,1,2024-04-15,22,10.78
NOT005145,STU00648,MAT0035,1,TP,14.72,3,2024-04-16,23,44.16
NOT005146,STU00648,MAT0024,2,TP,12.37,3,2023-05-16,23,37.11
NOT005147,STU00648,MAT0024,2,PROJET,11.63,2,2024-04-16,23,23.26
NOT005148,STU00648,MAT0004,1,EXAMEN,11.37,2,2023-04-15,23,22.74
NOT005149,STU00648,MAT0021,2,EXAMEN,14.24,1,2024-05-17,23,14.24
NOT005150,STU00648,MAT0007,2,PROJET,12.98,2,2024-04-16,23,25.96
NOT005151,STU00649,MAT0016,3,TP,18.83,2,2023-05-17,22,37.66
NOT005152,STU00649,MAT0023,4,CC,9.44,2,2024-05-16,22,18.88
NOT005153,STU00649,MAT0023,1,TP,13.55,3,2023-04-16,22,40.65
NOT005154,STU00649,MAT0034,2,EXAMEN,10.41,2,2024-05-17,22,20.82
NOT005155,STU00649,MAT0017,3,CC,9.39,1,2023-04-15,22,9.39
NOT005156,STU00649,MAT0009,4,CC,11.97,3,2023-05-17,22,35.91
NOT005157,STU00650,MAT0023,2,PROJET,12.41,2,2024-04-15,23,24.82
NOT005158,STU00650,MAT0007,2,CC,20.0,3,2024-04-15,23,60.0
NOT005159,STU00650,MAT0032,1,PROJET,11.45,2,2024-05-16,23,22.9
NOT005160,STU00650,MAT0014,4,TP,8.61,2,2023-05-17,23,17.22
NOT005161,STU00650,MAT0003,3,PROJET,12.82,2,2024-04-15,23,25.64
NOT005162,STU00650,MAT0010,1,TP,5.78,1,2024-04-15,23,5.78
NOT005163,STU00651,MAT0035,2,CC,11.72,3,2024-05-16,22,35.16
NOT005164,STU00651,MAT0003,4,PROJET,12.05,2,2024-05-17,22,24.1
NOT005165,STU00651,MAT0005,1,TP,14.38,3,2024-05-17,22,43.14
NOT005166,STU00651,MAT0008,4,EXAMEN,14.92,2,2024-05-17,22,29.84
NOT005167,STU00651,MAT0018,4,PROJET,10.49,2,2023-04-15,22,20.98
NOT005168,STU00651,MAT0025,1,PROJET,11.55,1,2023-04-16,22,11.55
NOT005169,STU00652,MAT0021,4,EXAMEN,9.7,2,2024-04-15,23,19.4
NOT005170,STU00652,MAT0014,2,CC,8.62,1,2023-04-16,23,8.62
NOT005171,STU00652,MAT0005,3,CC,12.93,2,2023-05-16,23,25.86
NOT005172,STU00652,MAT0006,2,CC,8.18,2,2023-04-15,23,16.36
NOT005173,STU00652,MAT0017,4,EXAMEN,10.76,2,2023-04-16,23,21.52
NOT005174,STU00652,MAT0009,3,EXAMEN,9.01,2,2024-05-17,23,18.02
NOT005175,STU00652,MAT0025,3,CC,13.65,2,2024-04-15,23,27.3
NOT005176,STU00652,MAT0020,1,PROJET,17.4,3,2023-05-17,23,52.199997
NOT005177,STU00652,MAT0002,1,PROJET,8.1,2,2024-04-15,23,16.2
NOT005178,STU00653,MAT0028,4,EXAMEN,6.44,3,2024-05-16,22,19.32
NOT005179,STU00653,MAT0005,4,CC,11.63,2,2024-04-15,22,23.26
NOT005180,STU00653,MAT0001,3,EXAMEN,12.05,1,2024-05-17,22,12.05
NOT005181,STU00653,MAT0031,1,TP,12.66,2,2024-04-16,22,25.32
NOT005182,STU00653,MAT0032,3,EXAMEN,10.66,1,2023-04-16,22,10.66
NOT005183,STU00653,MAT0030,3,TP,11.4,2,2024-04-16,22,22.8
NOT005184,STU00653,MAT0017,2,EXAMEN,13.1,2,2024-04-15,22,26.2
NOT005185,STU00653,MAT0012,2,PROJET,15.12,2,2023-05-16,22,30.24
NOT005186,STU00653,MAT0029,3,PROJET,6.13,2,2023-05-17,22,12.26
NOT005187,STU00653,MAT0034,3,PROJET,10.89,3,2024-04-15,22,32.670002
NOT005188,STU00654,MAT0029,1,TP,12.64,3,2024-04-15,23,37.920002
NOT005189,STU00654,MAT0034,4,TP,9.25,3,2023-05-16,23,27.75
NOT005190,STU00654,MAT0004,2,CC,17.19,2,2023-04-16,23,34.38
NOT005191,STU00654,MAT0026,3,EXAMEN,10.09,2,2024-05-16,23,20.18
NOT005192,STU00654,MAT0005,4,PROJET,11.88,2,2024-04-15,23,23.76
NOT005193,STU00654,MAT0015,4,EXAMEN,13.67,1,2023-05-17,23,13.67
NOT005194,STU00654,MAT0020,2,TP,10.23,1,2023-04-16,23,10.23
NOT005195,STU00655,MAT0034,1,TP,6.46,2,2024-04-15,22,12.92
NOT005196,STU00655,MAT0010,2,EXAMEN,10.71,2,2024-05-17,22,21.42
NOT005197,STU00655,MAT0019,2,EXAMEN,15.09,2,2024-04-15,22,30.18
NOT005198,STU00655,MAT0008,3,TP,10.99,2,2024-04-15,22,21.98
NOT005199,STU00655,MAT0011,4,EXAMEN,9.46,2,2024-04-16,22,18.92
NOT005200,STU00655,MAT0031,3,TP,14.78,2,2024-04-16,22,29.56
NOT005201,STU00655,MAT0035,2,EXAMEN,11.01,2,2023-04-15,22,22.02
NOT005202,STU00655,MAT0004,2,EXAMEN,10.47,1,2024-05-17,22,10.47
NOT005203,STU00655,MAT0029,2,EXAMEN,12.45,3,2023-04-15,22,37.35
NOT005204,STU00656,MAT0017,1,CC,14.31,1,2024-05-16,23,14.31
NOT005205,STU00656,MAT0012,3,EXAMEN,19.15,2,2024-05-16,23,38.3
NOT005206,STU00656,MAT0015,2,CC,14.48,2,2023-05-16,23,28.96
NOT005207,STU00656,MAT0009,2,CC,15.48,2,2024-04-15,23,30.96
NOT005208,STU00656,MAT0011,1,TP,10.48,2,2023-04-15,23,20.96
NOT005209,STU00656,MAT0004,2,CC,8.92,3,2024-04-16,23,26.76
NOT005210,STU00657,MAT0026,3,EXAMEN,12.19,2,2023-05-16,22,24.38
NOT005211,STU00657,MAT0033,4,CC,12.32,3,2023-05-16,22,36.96
NOT005212,STU00657,MAT0006,4,CC,8.76,2,2024-05-17,22,17.52
NOT005213,STU00657,MAT0004,1,EXAMEN,11.47,1,2023-05-17,22,11.47
NOT005214,STU00657,MAT0011,3,PROJET,13.2,2,2024-04-15,22,26.4
NOT005215,STU00657,MAT0004,1,TP,13.08,2,2024-04-16,22,26.16
NOT005216,STU00658,MAT0015,4,PROJET,13.51,2,2023-05-17,23,27.02
NOT005217,STU00658,MAT0030,1,TP,12.87,3,2023-04-16,23,38.61
NOT005218,STU00658,MAT0035,3,EXAMEN,10.48,3,2023-04-16,23,31.439999
NOT005219,STU00658,MAT0027,3,CC,10.46,2,2024-05-17,23,20.92
NOT005220,STU00658,MAT0025,3,CC,8.4,3,2024-04-15,23,25.199999
NOT005221,STU00658,MAT0002,3,PROJET,17.35,3,2023-04-16,23,52.050003
NOT005222,STU00658,MAT0015,2,CC,12.04,3,2024-04-16,23,36.12
NOT005223,STU00658,MAT0034,2,CC,11.33,1,2023-05-16,23,11.33
NOT005224,STU00658,MAT0022,2,TP,9.21,1,2023-05-17,23,9.21
NOT005225,STU00658,MAT0009,4,PROJET,20.0,2,2023-05-16,23,40.0
NOT005226,STU00659,MAT0008,2,PROJET,8.78,2,2023-04-16,22,17.56
NOT005227,STU00659,MAT0006,3,TP,10.71,2,2023-05-17,22,21.42
NOT005228,STU00659,MAT0034,1,CC,13.25,2,2024-05-16,22,26.5
NOT005229,STU00659,MAT0025,2,PROJET,13.8,1,2024-04-15,22,13.8
NOT005230,STU00659,MAT0021,4,TP,14.87,3,2023-05-16,22,44.61
NOT005231,STU00659,MAT0014,1,CC,17.42,2,2023-04-16,22,34.84
NOT005232,STU00659,MAT0025,1,PROJET,13.52,3,2024-05-17,22,40.56
NOT005233,STU00660,MAT0002,2,CC,8.83,2,2024-04-15,23,17.66
NOT005234,STU00660,MAT0011,4,CC,11.23,3,2024-04-16,23,33.69
NOT005235,STU00660,MAT0024,3,PROJET,12.92,2,2023-05-16,23,25.84
NOT005236,STU00660,MAT0024,4,PROJET,18.2,2,2024-04-16,23,36.4
NOT005237,STU00660,MAT0006,4,PROJET,7.81,1,2024-05-16,23,7.81
NOT005238,STU00660,MAT0010,4,CC,15.61,1,2023-05-16,23,15.61
NOT005239,STU00660,MAT0016,2,PROJET,12.54,3,2024-04-16,23,37.62
NOT005240,STU00660,MAT0021,1,CC,14.51,2,2023-05-16,23,29.02
NOT005241,STU00660,MAT0015,4,PROJET,11.69,3,2023-05-17,23,35.07
NOT005242,STU00661,MAT0014,4,CC,9.47,2,2024-05-17,28,18.94
NOT005243,STU00661,MAT0021,1,PROJET,14.25,2,2024-04-16,28,28.5
NOT005244,STU00661,MAT0026,2,EXAMEN,13.96,3,2024-05-17,28,41.88
NOT005245,STU00661,MAT0012,3,EXAMEN,14.92,3,2024-04-16,28,44.760002
NOT005246,STU00661,MAT0015,4,TP,11.96,3,2023-05-16,28,35.88
NOT005247,STU00661,MAT0017,4,CC,10.2,2,2024-04-15,28,20.4
NOT005248,STU00661,MAT0014,4,CC,7.32,1,2024-04-15,28,7.32
NOT005249,STU00661,MAT0033,2,PROJET,14.46,2,2023-05-17,28,28.92
NOT005250,STU00661,MAT0016,2,PROJET,13.27,2,2023-04-16,28,26.54
NOT005251,STU00661,MAT0033,1,PROJET,9.1,2,2023-05-16,28,18.2
NOT005252,STU00662,MAT0030,2,TP,10.38,2,2023-05-17,29,20.76
NOT005253,STU00662,MAT0033,1,CC,10.6,2,2024-05-17,29,21.2
NOT005254,STU00662,MAT0024,1,EXAMEN,7.55,1,2023-05-16,29,7.55
NOT005255,STU00662,MAT0002,4,TP,9.55,1,2024-04-15,29,9.55
NOT005256,STU00662,MAT0007,2,TP,8.6,2,2023-04-15,29,17.2
NOT005257,STU00662,MAT0014,4,TP,10.76,1,2024-05-17,29,10.76
NOT005258,STU00663,MAT0022,3,TP,9.78,3,2023-05-17,28,29.34
NOT005259,STU00663,MAT0013,4,TP,7.12,2,2023-05-16,28,14.24
NOT005260,STU00663,MAT0010,3,TP,18.07,1,2023-04-16,28,18.07
NOT005261,STU00663,MAT0035,3,EXAMEN,15.76,1,2024-05-16,28,15.76
NOT005262,STU00663,MAT0021,2,CC,9.66,2,2024-04-16,28,19.32
NOT005263,STU00663,MAT0015,1,EXAMEN,12.82,1,2024-05-16,28,12.82
NOT005264,STU00663,MAT0015,3,EXAMEN,13.25,2,2024-04-16,28,26.5
NOT005265,STU00664,MAT0013,1,CC,15.57,2,2024-04-15,29,31.14
NOT005266,STU00664,MAT0011,2,EXAMEN,9.54,1,2024-05-17,29,9.54
NOT005267,STU00664,MAT0019,4,TP,15.28,2,2024-04-15,29,30.56
NOT005268,STU00664,MAT0025,2,EXAMEN,10.36,1,2023-05-17,29,10.36
NOT005269,STU00664,MAT0019,1,PROJET,7.99,2,2024-05-16,29,15.98
NOT005270,STU00664,MAT0027,1,CC,14.17,2,2023-05-17,29,28.34
NOT005271,STU00665,MAT0023,4,EXAMEN,15.87,2,2023-05-17,28,31.74
NOT005272,STU00665,MAT0022,1,PROJET,19.76,2,2023-04-16,28,39.52
NOT005273,STU00665,MAT0030,4,PROJET,8.4,2,2023-04-15,28,16.8
NOT005274,STU00665,MAT0016,1,TP,14.1,3,2023-05-16,28,42.300003
NOT005275,STU00665,MAT0010,2,PROJET,10.77,1,2024-04-15,28,10.77
NOT005276,STU00665,MAT0016,4,TP,14.35,1,2023-05-17,28,14.35
NOT005277,STU00665,MAT0006,4,TP,7.59,1,2023-05-17,28,7.59
NOT005278,STU00666,MAT0014,4,PROJET,8.21,3,2024-04-16,29,24.630001
NOT005279,STU00666,MAT0019,2,TP,9.67,2,2024-05-17,29,19.34
NOT005280,STU00666,MAT0017,2,CC,12.24,3,2024-05-17,29,36.72
NOT005281,STU00666,MAT0003,4,PROJET,10.08,2,2024-05-16,29,20.16
NOT005282,STU00666,MAT0035,2,CC,13.98,3,2023-05-16,29,41.94
NOT005283,STU00666,MAT0027,4,EXAMEN,15.08,2,2023-04-15,29,30.16
NOT005284,STU00666,MAT0032,3,EXAMEN,13.8,2,2024-04-16,29,27.6
NOT005285,STU00666,MAT0005,3,PROJET,16.86,3,2024-05-16,29,50.58
NOT005286,STU00666,MAT0020,1,TP,13.25,2,2024-05-17,29,26.5
NOT005287,STU00667,MAT0006,2,PROJET,8.35,2,2024-04-15,28,16.7
NOT005288,STU00667,MAT0029,2,CC,16.09,1,2023-05-16,28,16.09
NOT005289,STU00667,MAT0031,2,EXAMEN,10.18,3,2024-05-16,28,30.54
NOT005290,STU00667,MAT0014,2,CC,14.73,3,2024-05-16,28,44.19
NOT005291,STU00667,MAT0030,1,PROJET,16.72,1,2023-04-15,28,16.72
NOT005292,STU00667,MAT0025,4,EXAMEN,13.37,2,2023-05-17,28,26.74
NOT005293,STU00668,MAT0019,4,CC,7.51,2,2023-05-16,29,15.02
NOT005294,STU00668,MAT0010,1,PROJET,9.25,2,2023-04-15,29,18.5
NOT005295,STU00668,MAT0022,1,TP,15.97,3,2024-05-16,29,47.91
NOT005296,STU00668,MAT0026,2,CC,11.49,2,2023-05-16,29,22.98
NOT005297,STU00668,MAT0007,3,EXAMEN,12.24,2,2023-05-16,29,24.48
NOT005298,STU00668,MAT0024,4,CC,14.28,1,2024-05-17,29,14.28
NOT005299,STU00669,MAT0024,4,TP,14.09,2,2024-05-16,28,28.18
NOT005300,STU00669,MAT0029,1,CC,12.84,2,2023-04-16,28,25.68
NOT005301,STU00669,MAT0025,3,TP,11.37,2,2023-05-16,28,22.74
NOT005302,STU00669,MAT0012,1,TP,11.06,1,2024-05-16,28,11.06
NOT005303,STU00669,MAT0018,4,EXAMEN,14.57,2,2024-05-16,28,29.14
NOT005304,STU00669,MAT0020,1,EXAMEN,13.66,2,2024-05-17,28,27.32
NOT005305,STU00669,MAT0031,2,CC,11.23,3,2023-05-16,28,33.69
NOT005306,STU00669,MAT0014,1,EXAMEN,15.25,1,2023-05-16,28,15.25
NOT005307,STU00669,MAT0032,1,CC,11.61,2,2024-05-16,28,23.22
NOT005308,STU00670,MAT0010,2,EXAMEN,9.45,1,2023-05-17,29,9.45
NOT005309,STU00670,MAT0016,2,TP,9.72,2,2024-05-17,29,19.44
NOT005310,STU00670,MAT0034,2,PROJET,9.06,2,2023-04-15,29,18.12
NOT005311,STU00670,MAT0017,1,PROJET,11.18,3,2023-05-16,29,33.54
NOT005312,STU00670,MAT0014,1,PROJET,15.7,3,2024-04-15,29,47.1
NOT005313,STU00670,MAT0007,2,PROJET,9.58,3,2023-05-16,29,28.74
NOT005314,STU00670,MAT0002,4,TP,12.57,2,2023-04-15,29,25.14
NOT005315,STU00670,MAT0016,3,CC,10.03,2,2023-04-16,29,20.06
NOT005316,STU00670,MAT0006,3,EXAMEN,11.22,2,2024-04-16,29,22.44
NOT005317,STU00671,MAT0028,4,TP,7.47,2,2024-04-15,28,14.94
NOT005318,STU00671,MAT0020,1,CC,11.34,1,2023-05-17,28,11.34
NOT005319,STU00671,MAT0030,3,TP,11.42,2,2023-04-16,28,22.84
NOT005320,STU00671,MAT0011,4,EXAMEN,13.62,2,2024-05-16,28,27.24
NOT005321,STU00671,MAT0004,4,EXAMEN,12.67,3,2023-05-17,28,38.010002
NOT005322,STU00671,MAT0002,1,EXAMEN,8.4,1,2023-05-16,28,8.4
NOT005323,STU00672,MAT0013,3,CC,15.25,1,2023-04-15,29,15.25
NOT005324,STU00672,MAT0012,3,EXAMEN,12.63,3,2024-05-16,29,37.89
NOT005325,STU00672,MAT0022,1,EXAMEN,12.6,2,2024-04-15,29,25.2
NOT005326,STU00672,MAT0012,4,TP,11.97,3,2024-05-17,29,35.91
NOT005327,STU00672,MAT0035,3,CC,10.45,3,2023-04-16,29,31.349998
NOT005328,STU00672,MAT0030,3,CC,12.65,1,2023-05-17,29,12.65
NOT005329,STU00672,MAT0001,1,CC,13.43,2,2024-04-15,29,26.86
NOT005330,STU00672,MAT0020,4,CC,6.76,2,2023-05-17,29,13.52
NOT005331,STU00672,MAT0034,4,EXAMEN,10.38,2,2023-04-16,29,20.76
NOT005332,STU00672,MAT0005,4,TP,11.24,1,2024-05-17,29,11.24
NOT005333,STU00673,MAT0021,4,CC,12.77,1,2023-05-16,28,12.77
NOT005334,STU00673,MAT0028,2,EXAMEN,15.58,1,2023-05-17,28,15.58
NOT005335,STU00673,MAT0029,2,TP,9.68,1,2023-05-17,28,9.68
NOT005336,STU00673,MAT0035,1,EXAMEN,10.51,1,2023-04-15,28,10.51
NOT005337,STU00673,MAT0009,2,PROJET,10.46,2,2023-05-17,28,20.92
NOT005338,STU00673,MAT0026,2,PROJET,9.6,3,2024-04-16,28,28.800001
NOT005339,STU00673,MAT0003,3,TP,10.96,2,2023-05-17,28,21.92
NOT005340,STU00674,MAT0010,2,PROJET,14.31,1,2023-05-16,29,14.31
NOT005341,STU00674,MAT0032,1,EXAMEN,8.84,3,2024-05-17,29,26.52
NOT005342,STU00674,MAT0022,3,TP,13.28,1,2023-04-15,29,13.28
NOT005343,STU00674,MAT0023,2,CC,6.89,3,2024-05-16,29,20.67
NOT005344,STU00674,MAT0010,1,PROJET,10.32,3,2024-04-15,29,30.96
NOT005345,STU00674,MAT0017,4,TP,11.01,1,2024-05-16,29,11.01
NOT005346,STU00674,MAT0019,1,CC,17.02,3,2023-04-15,29,51.06
NOT005347,STU00675,MAT0026,3,PROJET,11.18,2,2023-05-17,28,22.36
NOT005348,STU00675,MAT0019,2,CC,5.4,1,2024-05-17,28,5.4
NOT005349,STU00675,MAT0021,3,PROJET,6.0,2,2023-05-17,28,12.0
NOT005350,STU00675,MAT0005,4,PROJET,12.1,2,2023-04-16,28,24.2
NOT005351,STU00675,MAT0008,4,PROJET,13.84,2,2024-04-15,28,27.68
NOT005352,STU00675,MAT0006,2,CC,13.13,3,2024-05-17,28,39.39
NOT005353,STU00676,MAT0029,2,PROJET,12.5,2,2024-05-17,29,25.0
NOT005354,STU00676,MAT0019,4,CC,15.49,2,2023-04-15,29,30.98
NOT005355,STU00676,MAT0010,2,PROJET,10.38,2,2024-05-16,29,20.76
NOT005356,STU00676,MAT0016,4,PROJET,14.68,2,2024-05-17,29,29.36
NOT005357,STU00676,MAT0004,2,PROJET,7.1,1,2024-04-16,29,7.1
NOT005358,STU00676,MAT0014,4,EXAMEN,9.29,1,2023-05-16,29,9.29
NOT005359,STU00676,MAT0015,2,CC,6.58,1,2024-05-16,29,6.58
NOT005360,STU00676,MAT0027,2,EXAMEN,11.18,2,2023-05-16,29,22.36
NOT005361,STU00677,MAT0035,3,TP,11.86,1,2023-04-15,28,11.86
NOT005362,STU00677,MAT0024,3,CC,12.34,3,2023-04-15,28,37.02
NOT005363,STU00677,MAT0015,3,TP,12.19,2,2024-05-16,28,24.38
NOT005364,STU00677,MAT0010,1,EXAMEN,9.22,1,2023-05-16,28,9.22
NOT005365,STU00677,MAT0034,1,EXAMEN,11.43,3,2023-04-16,28,34.29
NOT005366,STU00677,MAT0034,3,EXAMEN,7.51,1,2023-05-16,28,7.51
NOT005367,STU00677,MAT0009,2,TP,16.09,2,2023-05-16,28,32.18
NOT005368,STU00677,MAT0031,1,EXAMEN,11.09,2,2024-05-17,28,22.18
NOT005369,STU00678,MAT0011,3,TP,10.53,2,2023-04-15,29,21.06
NOT005370,STU00678,MAT0022,2,CC,16.77,1,2024-05-17,29,16.77
NOT005371,STU00678,MAT0003,1,PROJET,8.27,2,2024-05-16,29,16.54
NOT005372,STU00678,MAT0001,2,PROJET,8.62,3,2024-04-16,29,25.86
NOT005373,STU00678,MAT0007,1,CC,8.71,2,2024-05-16,29,17.42
NOT005374,STU00678,MAT0007,3,CC,11.8,1,2024-04-15,29,11.8
NOT005375,STU00678,MAT0010,3,TP,13.29,1,2023-05-16,29,13.29
NOT005376,STU00679,MAT0026,1,EXAMEN,14.22,1,2023-05-17,28,14.22
NOT005377,STU00679,MAT0015,2,PROJET,19.72,1,2024-04-16,28,19.72
NOT005378,STU00679,MAT0003,1,EXAMEN,5.25,2,2023-05-17,28,10.5
NOT005379,STU00679,MAT0001,2,EXAMEN,13.83,3,2023-04-16,28,41.489998
NOT005380,STU00679,MAT0011,1,CC,10.33,3,2023-04-15,28,30.99
NOT005381,STU00679,MAT0024,4,EXAMEN,10.24,3,2023-05-16,28,30.72
NOT005382,STU00679,MAT0035,1,TP,10.14,2,2024-04-15,28,20.28
NOT005383,STU00679,MAT0030,1,TP,9.27,2,2024-05-17,28,18.54
NOT005384,STU00680,MAT0008,2,TP,17.05,1,2024-04-15,29,17.05
NOT005385,STU00680,MAT0024,4,EXAMEN,14.53,1,2024-05-17,29,14.53
NOT005386,STU00680,MAT0003,4,CC,12.07,2,2023-04-16,29,24.14
NOT005387,STU00680,MAT0024,4,EXAMEN,16.05,3,2024-04-16,29,48.149998
NOT005388,STU00680,MAT0014,2,EXAMEN,7.46,2,2024-04-16,29,14.92
NOT005389,STU00680,MAT0007,4,TP,8.01,3,2024-04-15,29,24.03
NOT005390,STU00681,MAT0020,2,CC,5.47,2,2023-04-16,28,10.94
NOT005391,STU00681,MAT0008,3,TP,9.9,3,2024-05-17,28,29.699999
NOT005392,STU00681,MAT0001,3,CC,12.49,3,2024-04-15,28,37.47
NOT005393,STU00681,MAT0011,1,EXAMEN,12.31,1,2023-05-16,28,12.31
NOT005394,STU00681,MAT0026,2,TP,12.45,2,2024-04-15,28,24.9
NOT005395,STU00681,MAT0035,3,PROJET,7.77,2,2023-05-16,28,15.54
NOT005396,STU00682,MAT0007,1,CC,14.41,1,2024-04-15,29,14.41
NOT005397,STU00682,MAT0005,3,PROJET,12.72,3,2024-05-17,29,38.16
NOT005398,STU00682,MAT0035,1,TP,14.2,2,2023-05-16,29,28.4
NOT005399,STU00682,MAT0030,3,TP,6.32,2,2023-04-15,29,12.64
NOT005400,STU00682,MAT0013,3,EXAMEN,12.93,1,2023-04-15,29,12.93
NOT005401,STU00682,MAT0031,2,CC,8.44,2,2024-04-15,29,16.88
NOT005402,STU00682,MAT0019,1,CC,10.81,1,2024-05-17,29,10.81
NOT005403,STU00682,MAT0006,1,PROJET,13.6,1,2023-04-16,29,13.6
NOT005404,STU00683,MAT0010,2,PROJET,12.27,1,2024-04-15,28,12.27
NOT005405,STU00683,MAT0017,2,TP,9.45,2,2024-04-16,28,18.9
NOT005406,STU00683,MAT0023,4,PROJET,12.02,3,2023-05-16,28,36.06
NOT005407,STU00683,MAT0015,4,EXAMEN,7.41,3,2023-04-16,28,22.23
NOT005408,STU00683,MAT0009,1,EXAMEN,15.45,3,2024-04-15,28,46.35
NOT005409,STU00683,MAT0032,4,PROJET,11.38,3,2024-04-15,28,34.14
NOT005410,STU00683,MAT0004,4,EXAMEN,15.36,2,2023-04-16,28,30.72
NOT005411,STU00683,MAT0031,3,TP,10.42,2,2024-04-16,28,20.84
NOT005412,STU00683,MAT0001,2,TP,10.43,2,2024-04-16,28,20.86
NOT005413,STU00684,MAT0006,2,PROJET,9.71,2,2024-04-15,29,19.42
NOT005414,STU00684,MAT0031,3,CC,14.63,2,2024-05-16,29,29.26
NOT005415,STU00684,MAT0012,4,TP,9.87,2,2024-05-17,29,19.74
NOT005416,STU00684,MAT0013,3,CC,13.93,3,2023-04-15,29,41.79
NOT005417,STU00684,MAT0016,2,CC,10.85,3,2024-04-16,29,32.550003
