HeureID;EnseignantID;MatiereID;GroupID;SemestreID;TypeCours;VolumeHoraire;DateCours
HRE000806;ENS0060;MAT0013;10;3;CM;25;17-05-0026
HRE000807;ENS0060;MAT0028;23;3;TD;10;15-04-0029
HRE000808;ENS0060;MAT0023;32;3;PROJET;25;17-05-0011
HRE000809;ENS0060;MAT0013;53;3;TP;15;16-04-0007
HRE000810;ENS0060;MAT0034;46;3;TP;40;16-04-0011
HRE000811;ENS0060;MAT0029;47;3;TP;15;16-04-0007
HRE000812;ENS0061;MAT0001;15;3;TP;15;16-03-0024
HRE000813;ENS0061;MAT0027;47;3;CM;40;17-05-0018
HRE000814;ENS0061;MAT0009;5;3;TP;30;16-03-0008
HRE000815;ENS0061;MAT0022;5;3;TP;40;16-04-0034
HRE000816;ENS0061;MAT0004;52;3;CM;15;16-03-0029
HRE000817;ENS0061;MAT0024;6;3;PROJET;25;16-04-0026
HRE000818;ENS0061;MAT0032;13;3;PROJET;40;15-04-0008
HRE000819;ENS0061;MAT0004;50;3;TD;25;17-03-0034
HRE000820;ENS0061;MAT0029;33;3;TD;40;16-05-0033
HRE000821;ENS0062;MAT0033;46;3;TD;15;16-05-0021
HRE000822;ENS0062;MAT0010;36;3;CM;30;17-05-0014
HRE000823;ENS0062;MAT0028;31;3;TD;30;15-04-0020
HRE000824;ENS0062;MAT0032;19;3;TP;35;17-03-0034
HRE000825;ENS0062;MAT0013;9;3;CM;15;16-03-0024
HRE000826;ENS0062;MAT0014;18;3;TD;25;15-04-0020
HRE000827;ENS0062;MAT0027;13;3;TD;40;16-05-0013
HRE000828;ENS0062;MAT0007;26;3;TP;30;16-05-0033
HRE000829;ENS0062;MAT0017;24;3;CM;35;15-04-0032
HRE000830;ENS0062;MAT0018;37;3;CM;40;16-04-0022
HRE000831;ENS0062;MAT0027;49;3;TD;10;16-05-0009
HRE000832;ENS0062;MAT0013;18;3;TP;35;16-05-0020
HRE000833;ENS0062;MAT0004;39;3;CM;25;15-04-0017
HRE000834;ENS0062;MAT0022;6;3;TP;10;16-03-0012
HRE000835;ENS0062;MAT0017;54;3;TP;25;16-03-0008
HRE000836;ENS0062;MAT0004;20;3;TP;40;16-05-0008
HRE000837;ENS0062;MAT0004;3;3;TD;40;16-04-0031
HRE000838;ENS0062;MAT0021;3;3;TD;20;17-03-0011
HRE000839;ENS0062;MAT0011;14;3;PROJET;15;16-03-0024
HRE000840;ENS0062;MAT0018;2;3;CM;30;15-04-0012
HRE000841;ENS0063;MAT0005;16;3;TD;15;17-03-0026
HRE000842;ENS0063;MAT0035;36;3;CM;20;17-05-0015
HRE000843;ENS0063;MAT0007;2;3;TP;30;17-03-0010
HRE000844;ENS0063;MAT0026;2;3;CM;35;16-04-0026
HRE000845;ENS0063;MAT0023;47;3;TD;20;16-03-0032
HRE000846;ENS0063;MAT0019;31;3;TD;30;16-04-0026
HRE000847;ENS0063;MAT0008;49;3;CM;25;15-04-0020
HRE000848;ENS0063;MAT0029;8;3;TD;15;16-05-0033
HRE000849;ENS0063;MAT0010;3;3;CM;25;16-04-0030
HRE000850;ENS0063;MAT0030;32;3;TP;20;16-03-0025
HRE000851;ENS0063;MAT0012;5;3;TD;10;16-03-0029
HRE000852;ENS0063;MAT0028;13;3;CM;25;16-05-0016
HRE000853;ENS0063;MAT0017;25;3;TP;30;17-03-0031
HRE000854;ENS0063;MAT0029;23;3;TD;10;15-04-0024
HRE000855;ENS0063;MAT0013;56;3;CM;20;17-03-0010
HRE000856;ENS0063;MAT0019;9;3;CM;25;16-05-0016
HRE000857;ENS0063;MAT0028;44;3;TD;40;15-04-0016
HRE000858;ENS0063;MAT0035;25;3;CM;35;17-05-0011
HRE000859;ENS0064;MAT0026;41;3;TP;25;15-04-0017
HRE000860;ENS0064;MAT0032;6;3;TP;20;16-04-0027
HRE000861;ENS0064;MAT0022;54;3;TD;35;17-05-0015
HRE000862;ENS0064;MAT0033;56;3;TD;40;17-05-0022
HRE000863;ENS0064;MAT0004;39;3;PROJET;20;17-05-0027
HRE000864;ENS0064;MAT0004;39;3;CM;30;16-05-0017
HRE000865;ENS0064;MAT0030;16;3;CM;35;15-04-0029
HRE000866;ENS0064;MAT0026;51;3;CM;40;16-03-0008
HRE000867;ENS0064;MAT0021;25;3;TD;15;17-05-0010
HRE000868;ENS0064;MAT0017;44;3;TD;25;15-04-0020
HRE000869;ENS0064;MAT0019;9;3;TP;10;16-05-0025
HRE000870;ENS0064;MAT0013;42;3;TP;10;17-05-0011
HRE000871;ENS0064;MAT0015;16;3;TD;20;16-03-0028
HRE000872;ENS0065;MAT0025;32;3;CM;40;16-04-0015
HRE000873;ENS0065;MAT0024;41;3;PROJET;30;17-03-0031
HRE000874;ENS0065;MAT0014;43;3;TD;20;16-04-0030
HRE000875;ENS0065;MAT0026;7;3;TP;20;16-04-0007
HRE000876;ENS0065;MAT0003;19;3;TP;15;15-04-0013
HRE000877;ENS0065;MAT0021;47;3;PROJET;25;16-03-0009
HRE000878;ENS0065;MAT0032;40;3;TP;10;16-04-0026
HRE000879;ENS0065;MAT0007;7;3;TD;30;17-03-0010
HRE000880;ENS0065;MAT0035;6;3;PROJET;15;15-04-0025
HRE000881;ENS0065;MAT0003;7;3;CM;40;16-04-0027
HRE000882;ENS0065;MAT0020;46;3;TP;15;16-05-0008
HRE000883;ENS0065;MAT0010;24;3;TP;35;15-04-0021
HRE000884;ENS0065;MAT0011;8;3;PROJET;10;15-04-0024
HRE000885;ENS0065;MAT0032;12;3;TD;35;15-04-0032
HRE000886;ENS0066;MAT0006;34;3;CM;40;16-03-0016
HRE000887;ENS0066;MAT0024;4;3;TD;40;16-03-0021
HRE000888;ENS0066;MAT0003;8;3;TP;10;15-04-0032
HRE000889;ENS0066;MAT0023;50;3;CM;25;17-05-0018
HRE000890;ENS0066;MAT0016;49;3;TP;15;17-03-0007
HRE000891;ENS0066;MAT0034;41;3;TD;20;17-03-0031
HRE000892;ENS0066;MAT0033;36;3;CM;35;15-04-0012
HRE000893;ENS0066;MAT0027;48;3;PROJET;15;16-05-0008
HRE000894;ENS0066;MAT0028;53;3;PROJET;15;17-03-0018
HRE000895;ENS0066;MAT0006;50;3;PROJET;10;16-05-0021
HRE000896;ENS0066;MAT0016;42;3;PROJET;30;16-05-0012
HRE000897;ENS0067;MAT0017;13;3;TP;25;16-05-0016
HRE000898;ENS0067;MAT0029;33;3;PROJET;20;17-03-0018
HRE000899;ENS0067;MAT0013;32;3;TD;35;17-03-0034
HRE000900;ENS0067;MAT0005;25;3;CM;25;16-05-0020
HRE000901;ENS0067;MAT0003;50;3;CM;30;15-04-0025
HRE000902;ENS0067;MAT0011;37;3;PROJET;25;16-05-0012
HRE000903;ENS0067;MAT0015;30;3;TD;25;16-03-0025
HRE000904;ENS0067;MAT0024;17;3;CM;15;16-05-0024
HRE000905;ENS0067;MAT0017;16;3;TP;10;15-04-0021
HRE000906;ENS0067;MAT0015;54;3;TP;35;15-04-0013
HRE000907;ENS0067;MAT0013;24;3;CM;10;16-03-0013
HRE000908;ENS0067;MAT0025;6;3;CM;30;16-03-0029
HRE000909;ENS0067;MAT0022;3;3;PROJET;15;15-04-0032
HRE000910;ENS0068;MAT0016;30;3;PROJET;20;17-03-0031
HRE000911;ENS0068;MAT0035;22;3;TD;30;16-03-0012
HRE000912;ENS0068;MAT0011;38;3;TP;40;16-03-0021
HRE000913;ENS0068;MAT0008;6;3;TP;10;17-05-0015
HRE000914;ENS0068;MAT0033;50;3;TD;40;16-04-0015
HRE000915;ENS0068;MAT0028;35;3;CM;25;17-03-0027
HRE000916;ENS0068;MAT0027;2;3;PROJET;25;16-05-0029
HRE000917;ENS0068;MAT0033;11;3;TD;30;16-04-0026
HRE000918;ENS0068;MAT0009;11;3;TP;35;16-04-0023
HRE000919;ENS0068;MAT0016;8;3;CM;10;15-04-0024
HRE000920;ENS0068;MAT0023;15;3;TD;10;16-03-0012
HRE000921;ENS0068;MAT0026;55;3;TP;40;15-04-0025
HRE000922;ENS0068;MAT0032;24;3;TD;30;16-04-0014
HRE000923;ENS0068;MAT0024;20;3;PROJET;10;16-04-0007
HRE000924;ENS0068;MAT0015;25;3;TP;35;15-04-0017
HRE000925;ENS0069;MAT0019;19;3;TP;30;16-04-0030
HRE000926;ENS0069;MAT0020;48;3;TD;15;17-05-0014
HRE000927;ENS0069;MAT0016;19;3;CM;20;16-05-0017
HRE000928;ENS0069;MAT0015;55;3;PROJET;15;17-03-0031
HRE000929;ENS0069;MAT0025;37;3;PROJET;10;16-03-0029
HRE000930;ENS0069;MAT0035;36;3;PROJET;15;16-03-0013
HRE000931;ENS0069;MAT0026;14;3;CM;10;16-03-0025
HRE000932;ENS0069;MAT0006;54;3;TD;40;17-05-0023
HRE000933;ENS0069;MAT0020;40;3;CM;10;16-05-0021
HRE000934;ENS0069;MAT0013;5;3;CM;15;16-04-0007
HRE000935;ENS0069;MAT0026;4;3;PROJET;40;16-04-0007
HRE000936;ENS0069;MAT0016;42;3;TD;35;17-05-0007
HRE000937;ENS0069;MAT0001;31;3;TP;30;16-04-0026
HRE000938;ENS0069;MAT0021;40;3;CM;35;16-05-0024
HRE000939;ENS0069;MAT0031;14;3;PROJET;25;17-03-0014
HRE000940;ENS0069;MAT0011;31;3;CM;10;16-04-0026
HRE000941;ENS0069;MAT0014;29;3;TP;15;16-04-0007
HRE000942;ENS0069;MAT0007;36;3;PROJET;20;17-05-0014
HRE000943;ENS0069;MAT0014;1;3;PROJET;20;16-04-0018
HRE000944;ENS0070;MAT0017;3;3;TP;10;17-05-0023
HRE000945;ENS0070;MAT0006;50;3;TD;10;16-05-0020
HRE000946;ENS0070;MAT0030;50;3;TD;20;17-03-0034
HRE000947;ENS0070;MAT0025;39;3;TP;15;16-03-0012
HRE000948;ENS0070;MAT0005;23;3;TP;35;16-05-0024
HRE000949;ENS0070;MAT0003;56;3;PROJET;35;15-04-0009
HRE000950;ENS0070;MAT0022;51;3;TD;10;17-05-0023
HRE000951;ENS0070;MAT0024;36;3;TP;30;16-04-0031
HRE000952;ENS0070;MAT0028;10;3;TD;25;16-05-0016
HRE000953;ENS0070;MAT0017;42;3;TP;20;16-04-0034
HRE000954;ENS0070;MAT0005;31;3;PROJET;20;16-04-0034
HRE000955;ENS0070;MAT0006;44;3;TP;30;16-04-0015
HRE000956;ENS0071;MAT0005;47;3;TD;40;16-05-0009
HRE000957;ENS0071;MAT0001;5;3;PROJET;10;15-04-0012
HRE000958;ENS0071;MAT0034;18;3;CM;35;16-05-0024
HRE000959;ENS0071;MAT0021;6;3;TD;10;17-03-0023
HRE000960;ENS0071;MAT0008;14;3;PROJET;35;16-04-0027
HRE000961;ENS0071;MAT0008;15;3;TD;35;16-04-0007
HRE000962;ENS0071;MAT0026;44;3;TD;20;16-03-0032
HRE000963;ENS0071;MAT0014;33;3;TP;35;16-03-0021
HRE000964;ENS0071;MAT0023;43;3;PROJET;35;16-04-0027
HRE000965;ENS0071;MAT0031;52;3;PROJET;35;16-04-0019
HRE000966;ENS0071;MAT0011;56;3;TD;15;16-05-0016
HRE000967;ENS0071;MAT0005;7;3;TP;10;17-03-0026
HRE000968;ENS0072;MAT0014;14;3;TP;30;17-05-0022
HRE000969;ENS0072;MAT0013;55;3;PROJET;15;17-03-0010
HRE000970;ENS0072;MAT0035;47;3;TD;10;16-03-0012
HRE000971;ENS0072;MAT0028;32;3;TD;35;17-05-0018
HRE000972;ENS0072;MAT0004;24;3;CM;20;17-05-0022
HRE000973;ENS0072;MAT0033;20;3;TP;10;16-04-0027
HRE000974;ENS0072;MAT0028;9;3;TP;20;16-04-0014
HRE000975;ENS0072;MAT0026;41;3;TP;25;15-04-0016
HRE000976;ENS0072;MAT0035;36;3;TD;10;17-03-0019
HRE000977;ENS0072;MAT0018;43;3;TD;25;16-04-0031
HRE000978;ENS0072;MAT0034;10;3;CM;10;17-03-0018
HRE000979;ENS0072;MAT0001;40;3;CM;35;17-05-0031
HRE000980;ENS0073;MAT0001;34;3;CM;25;16-04-0014
HRE000981;ENS0073;MAT0011;21;3;TP;25;17-03-0030
HRE000982;ENS0073;MAT0023;41;3;TD;35;17-05-0031
HRE000983;ENS0073;MAT0018;32;3;TD;30;16-03-0032
HRE000984;ENS0073;MAT0007;23;3;PROJET;35;17-03-0010
HRE000985;ENS0073;MAT0007;5;3;TD;15;17-03-0027
HRE000986;ENS0073;MAT0027;26;3;TD;20;17-05-0010
HRE000987;ENS0073;MAT0007;1;3;PROJET;25;16-04-0019
HRE000988;ENS0074;MAT0012;50;3;CM;20;16-05-0024
HRE000989;ENS0074;MAT0004;45;3;TP;30;15-04-0028
HRE000990;ENS0074;MAT0024;47;3;TP;20;16-05-0013
HRE000991;ENS0074;MAT0016;19;3;TD;15;17-03-0019
HRE000992;ENS0074;MAT0032;50;3;PROJET;20;17-03-0015
HRE000993;ENS0074;MAT0017;35;3;TP;20;17-05-0026
HRE000994;ENS0074;MAT0028;33;3;TD;30;16-03-0021
HRE000995;ENS0074;MAT0016;51;3;TD;30;16-04-0019
HRE000996;ENS0074;MAT0009;52;3;TD;40;16-04-0018
HRE000997;ENS0074;MAT0028;36;3;TP;25;16-03-0009
HRE000998;ENS0074;MAT0005;46;3;TP;40;17-03-0034
HRE000999;ENS0074;MAT0002;24;3;TD;10;15-04-0033
HRE001000;ENS0074;MAT0026;19;3;TD;35;17-03-0019
HRE001001;ENS0075;MAT0014;44;3;PROJET;30;16-05-0017
HRE001002;ENS0075;MAT0034;19;3;PROJET;35;16-04-0019
HRE001003;ENS0075;MAT0001;46;3;PROJET;25;16-05-0029
HRE001004;ENS0075;MAT0010;24;3;CM;10;16-03-0013
HRE001005;ENS0075;MAT0020;22;3;TP;35;15-04-0009
HRE001006;ENS0075;MAT0014;4;3;CM;30;16-03-0033
HRE001007;ENS0075;MAT0008;14;3;TD;20;17-05-0011
HRE001008;ENS0075;MAT0032;37;3;CM;40;17-03-0023
HRE001009;ENS0075;MAT0016;23;3;CM;40;15-04-0020
HRE001010;ENS0075;MAT0002;42;3;PROJET;35;17-03-0019
HRE001011;ENS0075;MAT0030;3;3;CM;40;16-05-0017
HRE001012;ENS0075;MAT0021;40;3;PROJET;20;17-03-0026
HRE001013;ENS0075;MAT0003;52;3;CM;10;16-04-0030
HRE001014;ENS0075;MAT0020;47;3;PROJET;20;15-04-0009
HRE001015;ENS0075;MAT0026;9;3;CM;10;16-04-0007
HRE001016;ENS0075;MAT0003;51;3;CM;10;15-04-0024
HRE001017;ENS0075;MAT0005;4;3;TP;15;17-05-0007
HRE001018;ENS0076;MAT0015;52;3;TP;10;16-04-0030
HRE001019;ENS0076;MAT0010;3;3;TD;30;16-03-0025
HRE001020;ENS0076;MAT0028;11;3;TD;35;17-05-0010
HRE001021;ENS0076;MAT0023;24;3;PROJET;40;17-05-0022
HRE001022;ENS0076;MAT0012;26;3;TP;15;17-03-0030
HRE001023;ENS0076;MAT0003;33;3;TD;15;17-03-0014
HRE001024;ENS0076;MAT0031;19;3;PROJET;20;16-05-0028
HRE001025;ENS0076;MAT0025;50;3;TD;15;16-03-0012
HRE001026;ENS0076;MAT0012;37;3;CM;30;17-03-0010
HRE001027;ENS0076;MAT0014;39;3;PROJET;40;15-04-0013
HRE001028;ENS0076;MAT0035;30;3;CM;35;16-05-0033
HRE001029;ENS0076;MAT0030;21;3;TD;20;16-03-0032
HRE001030;ENS0076;MAT0026;44;3;CM;20;16-05-0033
HRE001031;ENS0077;MAT0025;38;3;CM;35;15-04-0021
HRE001032;ENS0077;MAT0013;6;3;TD;30;17-03-0026
HRE001033;ENS0077;MAT0032;24;3;TD;30;16-04-0027
HRE001034;ENS0077;MAT0015;5;3;TP;15;15-04-0008
HRE001035;ENS0077;MAT0021;40;3;CM;35;17-05-0010
HRE001036;ENS0077;MAT0031;52;3;PROJET;40;15-04-0024
HRE001037;ENS0077;MAT0035;26;3;TD;20;17-05-0034
HRE001038;ENS0077;MAT0021;44;3;CM;40;17-05-0023
HRE001039;ENS0077;MAT0007;16;3;TP;20;17-03-0022
HRE001040;ENS0077;MAT0014;30;3;CM;25;17-05-0010
HRE001041;ENS0077;MAT0011;36;3;PROJET;40;16-04-0018
HRE001042;ENS0077;MAT0021;42;3;TD;20;16-05-0020
HRE001043;ENS0077;MAT0011;15;3;TD;15;16-04-0027
HRE001044;ENS0078;MAT0012;24;3;TD;15;15-04-0028
HRE001045;ENS0078;MAT0020;26;3;CM;35;17-03-0031
HRE001046;ENS0078;MAT0031;29;3;TP;35;17-05-0023
HRE001047;ENS0078;MAT0004;34;3;TP;20;17-05-0019
HRE001048;ENS0078;MAT0030;18;3;TP;20;15-04-0025
HRE001049;ENS0078;MAT0029;22;3;TP;30;17-03-0007
HRE001050;ENS0079;MAT0029;50;3;TP;30;15-04-0032
HRE001051;ENS0079;MAT0005;56;3;CM;30;17-03-0026
HRE001052;ENS0079;MAT0009;7;3;CM;20;15-04-0024
HRE001053;ENS0079;MAT0024;18;3;CM;40;16-05-0033
HRE001054;ENS0079;MAT0002;6;3;TP;30;15-04-0029
HRE001055;ENS0079;MAT0015;16;3;TD;25;16-04-0022
HRE001056;ENS0079;MAT0008;45;3;PROJET;15;15-04-0021
HRE001057;ENS0079;MAT0025;36;3;CM;20;15-04-0033
HRE001058;ENS0079;MAT0034;44;3;TD;15;16-04-0018
HRE001059;ENS0079;MAT0003;37;3;CM;20;17-03-0018
HRE001060;ENS0079;MAT0028;24;3;PROJET;10;17-03-0022
HRE001061;ENS0079;MAT0026;7;3;TD;30;15-04-0033
HRE001062;ENS0079;MAT0006;46;3;TP;35;17-05-0031
HRE001063;ENS0079;MAT0022;3;3;TD;15;15-04-0029
